iid,age,gender,race,imprace,imprelig,goal,date,go_out,career_c,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,intel3_1,fun3_1,amb3_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
276,26.0,1,2.0,7.0,3.0,2.0,4.0,1.0,2.0,4.0,4.0,24.0,16.0,28.0,14.0,8.0,10.0,25.0,18.0,11.0,18.0,23.0,5.0,7.0,6.5,10.0,7.0,8.0,25.0,13.0,11.0,23.0,13.0,15.0,5.0,6.0,9.0,6.0,7.0,6.0,2.0,8.0,9.0,8.0,9.0,2.0,3.0,6.0,9.0,1.0,4.0,7.0,6.0,7.0,2.0,2.0
277,25.0,1,2.0,1.0,1.0,1.0,7.0,5.0,2.0,5.0,4.0,40.0,20.0,8.702327607760777,20.0,0.0,0.0,50.0,0.0,0.0,7.5,25.5,1.5608597264851731,4.0,8.0,8.0,8.0,5.0,40.0,10.0,10.0,20.0,10.0,10.0,4.0,8.0,8.0,8.0,5.0,10.0,6.0,10.0,5.0,8.0,8.0,10.0,5.0,3.0,8.0,2.0,7.0,8.0,6.0,6.0,1.0,2.0
278,32.0,1,2.0,1.0,1.0,1.0,3.0,1.0,2.0,8.0,4.0,25.0,15.0,20.0,25.0,10.0,5.0,25.0,15.0,20.0,25.0,10.0,5.0,8.0,8.0,8.0,8.0,8.0,25.0,15.0,20.0,25.0,10.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0,1.0,5.0,9.0,9.0,9.0,9.0,5.0,8.0,9.0,5.0,7.0,9.0,9.0,9.0,5.0,1.0
279,25.0,1,2.0,7.0,1.0,3.0,4.0,2.0,2.0,7.0,4.0,27.0,15.0,28.0,10.0,10.0,10.0,40.0,3.0,25.0,8.0,13.0,11.0,8.0,9.0,10.0,6.0,7.0,40.0,3.0,25.0,8.0,13.0,11.0,7.0,6.0,8.0,7.0,8.0,7.0,1.0,6.0,5.0,2.625,3.0,5.0,3.0,4.0,9.0,6.0,3.0,8.0,2.375,4.0,1.0,1.0
280,25.0,1,2.0,2.0,1.0,3.0,6.0,2.0,2.0,5.0,4.0,25.0,20.0,30.0,15.0,5.0,5.0,20.0,10.0,30.0,15.0,15.0,10.0,5.0,9.0,8.0,5.0,6.0,35.0,20.0,15.0,10.0,10.0,10.0,5.0,8.0,9.0,5.0,7.0,8.0,1.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,10.0,2.0,7.0,10.0,7.0,8.0,2.0,2.0
281,27.0,1,2.0,2.0,5.0,6.0,5.0,5.0,2.0,2.0,4.0,20.0,20.0,20.0,15.0,5.0,20.0,25.0,10.0,10.0,25.0,20.0,10.0,7.0,8.0,8.0,6.0,5.0,35.0,20.0,1.0,19.0,1.0,24.0,7.0,7.0,9.0,4.0,7.0,4.0,4.0,2.0,4.0,7.0,5.0,8.0,1.0,2.0,6.0,2.0,6.0,8.0,7.0,5.0,3.0,9.0
282,23.0,1,1.0,1.0,1.0,1.0,4.0,3.0,7.0,5.0,4.0,25.0,15.0,20.0,20.0,10.0,10.0,25.0,15.0,20.0,10.0,20.0,10.0,7.0,9.0,7.0,9.0,10.0,25.0,15.0,20.0,10.0,20.0,10.0,7.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,5.0,4.0,4.0,4.0,7.0,8.0,9.0,5.0,7.0,7.0,7.0,10.0,5.0,1.0
283,27.0,1,4.0,1.0,1.0,1.0,4.0,2.0,7.0,5.0,4.0,40.0,10.0,10.0,10.0,10.0,10.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,30.0,10.0,30.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,9.0,9.0,6.0,6.0,6.0,4.0,4.0,8.0,6.0,6.0,8.0,1.0,5.0,4.0,3.0,7.0,2.0,7.0
284,27.0,1,2.0,1.0,5.0,1.0,5.0,2.0,6.0,7.0,4.0,25.0,20.0,25.0,20.0,10.0,0.0,15.0,15.0,15.0,20.0,20.0,15.0,7.0,6.5,8.0,7.0,7.0,25.0,15.0,20.0,20.0,5.0,15.0,7.0,5.0,6.5,7.0,8.0,9.0,2.0,5.0,7.0,7.0,9.0,8.0,1.0,5.0,9.0,5.0,5.0,9.0,8.0,9.0,8.0,5.0
285,24.0,1,6.0,1.0,1.0,4.0,6.0,6.0,7.0,10.0,4.0,20.0,20.0,25.0,25.0,5.0,5.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,10.0,8.0,20.0,20.0,25.0,25.0,5.0,5.0,8.0,10.0,10.0,8.0,10.0,5.0,7.0,6.0,10.0,9.0,10.0,9.0,13.5,5.0,9.0,7.0,3.0,10.0,10.0,10.0,10.0,10.0
286,22.0,1,2.0,4.0,7.0,1.0,6.0,3.0,2.0,7.0,4.0,10.0,15.0,25.0,15.0,15.0,20.0,15.0,15.0,20.0,15.0,20.0,15.0,3.0,6.5,7.0,6.0,7.0,20.0,10.0,15.0,15.0,15.0,25.0,3.0,5.0,8.0,5.0,6.0,7.0,3.0,4.0,4.0,8.0,7.0,9.0,9.0,4.0,8.0,6.0,8.0,7.0,8.0,6.0,3.0,8.0
287,22.0,1,4.0,1.0,1.0,1.0,7.0,3.0,6.0,8.0,4.0,35.0,27.60985302939412,8.702327607760777,7.5,7.0,8.0,18.0,20.0,10.0,25.0,7.0,20.0,7.0,10.0,7.0,5.0,10.0,25.0,25.0,5.0,25.0,5.0,15.0,7.0,8.0,7.0,4.0,10.0,2.0,1.0,5.0,7.0,2.625,2.0,9.0,6.0,4.0,10.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
288,27.0,1,2.0,3.0,5.0,1.0,6.0,3.0,2.0,5.0,4.0,20.0,20.0,15.0,25.0,10.0,10.0,30.0,20.0,5.0,25.0,10.0,10.0,5.0,8.0,8.0,7.0,7.0,40.0,5.0,10.0,20.0,5.0,20.0,5.0,8.0,7.0,6.0,6.0,9.0,5.0,3.0,8.0,5.0,5.0,6.0,4.0,4.0,9.0,2.0,6.0,7.0,5.0,7.0,2.0,2.0
289,28.0,1,4.0,1.0,2.0,1.0,4.0,1.0,7.0,7.0,4.0,20.0,27.60985302939412,10.0,20.0,0.0,20.0,30.0,20.0,15.0,15.0,20.0,1.5608597264851731,4.0,9.0,8.0,10.0,8.0,57.5,5.0,5.0,20.0,0.0,3.552713678800501e-15,4.0,6.0,8.0,9.0,10.0,10.0,6.0,1.0,7.0,3.0,6.0,10.0,5.0,3.0,10.0,6.0,5.0,7.0,6.0,8.0,2.0,1.0
290,34.0,1,2.0,2.0,6.0,2.0,5.0,2.0,2.0,5.0,4.0,30.0,10.0,30.0,10.0,5.0,15.0,15.0,5.0,20.0,27.5,25.0,5.0,5.0,6.5,10.0,5.0,9.0,30.0,29.117647058823533,10.0,20.0,5.0,5.0,5.0,7.0,10.0,5.0,7.0,7.0,1.0,8.0,7.0,7.0,4.0,3.0,2.0,1.0,10.0,1.0,3.0,5.0,9.0,10.0,2.0,5.0
291,27.0,1,4.0,5.0,5.0,1.0,3.0,2.0,4.0,6.0,4.0,20.0,20.0,15.0,15.0,12.0,18.0,30.0,15.0,20.0,20.0,5.0,10.0,6.0,9.0,9.0,7.0,9.0,30.0,10.0,10.0,20.0,10.0,20.0,6.0,9.0,9.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,7.0,5.0,8.0,5.0,5.0
292,28.0,1,1.0,7.0,1.0,1.0,2.0,1.0,7.0,6.0,4.0,20.0,18.0,20.0,17.0,10.0,15.0,10.0,21.0,22.0,15.0,15.0,17.0,8.0,10.0,10.0,8.0,10.0,30.0,13.0,12.0,20.0,10.0,15.0,10.0,7.0,10.0,6.0,9.0,10.0,5.0,8.0,8.0,7.0,5.0,10.0,7.0,9.0,7.0,4.0,7.0,9.0,5.0,10.0,1.0,1.0
293,28.0,1,3.0,3.0,7.0,2.0,5.0,2.0,7.0,6.0,4.0,23.0,18.0,21.0,18.0,10.0,10.0,15.0,25.0,20.0,15.0,15.0,10.0,7.0,10.0,9.0,9.0,9.0,30.0,15.0,15.0,20.0,10.0,10.0,7.0,9.0,9.0,8.0,9.0,6.0,9.0,7.0,10.0,8.0,7.0,6.0,6.0,8.0,9.0,6.0,9.0,9.0,8.0,8.0,6.0,4.0
294,30.0,0,4.0,1.0,1.0,1.0,6.0,2.0,2.0,6.0,4.0,20.0,20.0,31.610603435343535,7.5,10.0,10.0,35.0,20.0,10.0,20.0,10.0,5.0,9.0,10.0,9.0,7.0,7.0,35.0,10.0,25.0,10.0,10.0,10.0,9.0,10.0,10.0,5.0,7.0,7.0,8.0,4.0,9.0,10.0,10.0,1.0,1.0,7.0,10.0,3.0,10.0,9.0,7.0,8.0,8.0,5.0
295,30.0,0,2.0,5.0,7.0,2.0,6.0,1.0,2.0,6.0,4.0,10.0,18.0,20.0,16.0,16.0,20.0,22.0,20.0,14.0,18.0,8.0,18.0,7.0,10.0,8.0,8.0,8.0,24.0,16.0,14.0,18.0,20.0,8.0,7.0,9.0,8.0,7.0,7.0,7.0,8.0,8.0,5.0,7.0,5.0,3.0,1.0,2.0,10.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0
296,28.0,0,2.0,10.0,10.0,1.0,4.0,2.0,2.0,3.0,4.0,15.0,20.0,31.610603435343535,15.0,5.0,10.0,50.0,0.0,10.0,27.5,0.0,10.0,8.0,9.0,10.0,6.0,9.0,50.0,0.0,5.0,25.0,0.0,20.0,6.0,9.0,10.0,6.0,8.0,4.0,5.0,2.0,8.0,8.0,7.0,6.0,5.0,9.0,9.0,9.0,8.0,7.0,8.0,10.0,9.0,7.0
297,21.0,0,2.0,9.0,8.0,2.0,2.0,1.0,2.0,7.0,4.0,25.0,25.0,15.0,15.0,10.0,10.0,40.0,10.0,10.0,15.0,10.0,15.0,8.0,10.0,8.0,9.0,9.0,40.0,10.0,10.0,15.0,10.0,15.0,8.0,10.0,8.0,9.0,9.0,5.0,2.0,8.0,8.0,10.0,10.0,3.0,3.0,5.0,10.0,8.0,10.0,10.0,8.0,8.0,8.0,6.0
298,22.0,0,2.0,7.0,1.0,2.0,6.0,2.0,2.0,2.0,4.0,10.0,27.60985302939412,20.0,10.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,10.0,9.0,10.0,30.0,29.117647058823533,20.0,10.0,5.0,5.0,7.0,10.0,10.0,9.0,10.0,3.0,1.0,3.0,5.0,10.0,10.0,3.0,1.0,4.0,10.0,5.0,10.0,10.0,10.0,10.0,9.0,7.0
299,24.0,0,4.0,1.0,1.0,2.0,6.0,2.0,2.0,5.0,4.0,10.0,27.60985302939412,10.0,20.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,20.0,6.0,9.0,8.0,9.0,9.0,10.0,10.0,30.0,10.0,10.0,26.66666666666666,6.0,9.0,8.0,9.0,8.0,7.0,1.0,7.0,8.0,9.0,8.0,9.0,4.0,9.0,9.0,6.0,7.0,9.0,7.0,9.0,5.0,4.0
300,34.0,0,2.0,1.0,1.0,2.0,6.0,2.0,2.0,9.0,4.0,15.0,20.0,25.0,15.0,15.0,10.0,40.0,5.0,10.0,20.0,5.0,20.0,8.0,9.0,9.0,9.0,10.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,10.0,10.0,9.0,10.0,8.0,2.0,8.0,9.0,10.0,10.0,7.0,2.0,5.0,8.0,2.0,10.0,8.0,8.0,10.0,4.0,2.0
301,34.0,0,2.0,3.0,8.0,2.0,4.0,1.0,2.0,2.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,5.0,20.0,20.0,10.0,5.0,9.0,9.0,9.0,8.0,8.0,40.0,5.0,20.0,20.0,10.0,5.0,8.0,9.0,9.0,8.0,9.0,5.0,3.0,9.0,10.0,7.0,8.0,5.0,1.0,5.0,9.0,5.0,9.0,10.0,9.0,9.0,5.0,9.0
302,21.0,0,2.0,8.0,7.0,2.0,3.0,1.0,12.0,8.0,4.0,40.0,7.316911617676465,20.0,10.0,5.0,10.0,70.0,5.0,5.0,15.0,0.0,5.0,8.0,8.0,8.0,8.0,10.0,57.5,5.0,10.0,7.5,5.0,3.552713678800501e-15,8.0,7.0,8.0,9.0,9.0,10.0,10.0,9.0,7.0,5.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,7.0,9.0,9.0,6.0,6.0
303,33.0,0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,6.0,4.0,20.0,25.0,25.0,10.0,15.0,5.0,40.0,10.0,15.0,25.0,5.0,5.0,8.0,10.0,8.0,9.0,6.0,25.0,15.0,20.0,20.0,15.0,5.0,8.0,10.0,9.0,8.0,7.0,7.0,1.0,9.0,9.0,9.0,7.0,7.0,1.0,1.0,10.0,2.0,9.0,9.0,8.0,9.0,5.0,1.0
304,28.0,0,2.0,1.0,10.0,1.0,7.0,2.0,12.0,6.0,4.0,5.0,20.0,25.0,25.0,15.0,10.0,25.0,15.0,20.0,25.0,5.0,10.0,6.0,10.0,8.0,10.0,8.0,15.0,10.0,10.0,15.0,25.0,25.0,7.0,10.0,9.0,10.0,9.0,10.0,1.0,8.0,7.0,7.0,8.0,2.0,1.0,4.0,8.0,1.0,8.0,9.0,7.0,7.0,8.0,9.0
305,29.0,0,4.0,6.0,9.0,1.0,4.0,1.0,2.0,4.0,4.0,10.0,27.60985302939412,16.0,12.0,3.0,12.0,35.0,15.0,8.0,20.0,2.0,20.0,7.0,9.0,9.0,8.0,5.0,30.0,16.0,14.0,20.0,8.0,12.0,7.0,9.0,9.0,8.0,7.0,8.0,2.0,7.0,10.0,7.0,7.0,8.0,2.0,7.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0
306,22.0,0,4.0,6.0,2.0,1.0,6.0,3.0,2.0,7.0,4.0,16.0,20.0,19.0,16.0,18.0,11.0,22.0,13.0,18.0,18.0,16.0,13.0,6.0,9.0,8.0,8.0,8.0,22.0,13.0,18.0,18.0,16.0,13.0,6.0,8.0,9.0,8.0,7.0,6.0,6.0,9.0,8.0,5.0,5.0,7.0,4.0,5.0,6.0,9.0,9.0,9.0,5.0,5.0,9.0,5.0
307,27.0,0,4.0,1.0,3.0,5.0,7.0,2.0,2.0,3.0,4.0,10.0,20.0,20.0,15.0,20.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0,5.0,8.0,8.0,7.0,8.0,15.0,20.0,20.0,15.0,20.0,10.0,5.0,8.0,8.0,7.0,8.0,10.0,8.0,10.0,9.0,8.0,9.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,8.0,10.0,9.0,3.0
308,27.0,1,4.0,7.0,3.0,1.0,7.0,2.0,2.0,7.0,4.0,17.0,19.0,18.0,17.0,11.0,18.0,15.0,20.0,20.0,15.0,15.0,15.0,7.0,10.0,8.0,8.0,7.0,19.0,17.0,18.0,19.0,11.0,16.0,7.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,3.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,7.0
309,32.0,1,2.0,5.0,9.0,3.0,3.0,2.0,2.0,7.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,30.0,10.0,15.0,25.0,10.0,10.0,7.0,8.0,9.0,9.0,7.0,30.0,10.0,15.0,25.0,10.0,10.0,7.0,8.0,9.0,9.0,9.0,6.0,4.0,4.0,9.0,8.0,10.0,8.0,5.0,7.0,9.0,6.0,8.0,9.0,8.0,10.0,4.0,4.0
310,25.0,1,2.0,7.0,8.0,1.0,3.0,1.0,10.0,6.0,4.0,24.0,15.0,20.0,20.0,8.0,13.0,21.0,17.0,16.0,15.0,13.0,18.0,7.0,6.5,7.0,8.0,4.0,25.0,10.0,18.0,22.0,13.0,12.0,7.0,5.0,9.0,7.0,5.0,2.0,2.0,3.0,7.0,6.0,6.0,3.0,8.0,5.0,9.0,8.0,7.0,9.0,5.0,6.0,5.0,3.0
311,29.0,1,4.0,1.0,1.0,2.0,6.0,1.0,7.0,8.0,4.0,40.0,20.0,10.0,10.0,5.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,9.0,9.0,9.0,10.0,4.0,50.0,10.0,20.0,7.5,5.0,10.0,9.0,5.0,6.5,10.0,4.0,10.0,8.0,9.0,10.0,7.0,6.0,8.0,9.0,1.0,7.0,4.0,6.0,8.0,10.0,10.0,9.0,8.0
312,23.0,1,2.0,3.0,1.0,2.0,4.0,2.0,6.0,5.0,4.0,25.0,7.316911617676465,30.0,15.0,5.0,20.0,25.0,20.0,10.0,20.0,15.0,10.0,8.0,7.0,9.0,7.0,9.0,50.0,0.0,10.0,25.0,0.0,15.0,9.0,10.0,8.0,5.0,9.0,7.0,7.0,5.0,7.0,9.0,8.0,10.0,5.0,3.0,8.0,5.0,6.0,9.0,7.0,8.0,2.0,1.0
313,27.0,1,2.0,2.0,3.0,1.0,4.0,1.0,6.0,6.0,4.0,19.0,13.0,18.0,18.0,10.0,22.0,20.0,15.0,15.0,15.0,25.0,10.0,7.0,8.0,8.0,8.0,6.0,25.0,10.0,15.0,20.0,15.0,15.0,7.0,8.0,8.0,8.0,6.0,9.0,8.0,6.0,8.0,6.0,3.0,6.0,1.0,9.0,6.0,3.0,2.0,7.0,8.0,10.0,5.0,1.0
314,32.0,1,6.0,3.0,1.0,2.0,6.0,2.0,2.0,6.0,4.0,20.0,10.0,30.0,20.0,10.0,10.0,15.0,25.0,10.0,20.0,15.0,15.0,8.0,8.0,9.0,8.0,7.0,25.0,10.0,10.0,25.0,10.0,20.0,7.0,6.0,9.0,5.0,5.0,9.0,2.0,7.0,8.0,6.0,4.0,2.0,2.0,2.0,6.0,7.0,3.0,7.0,6.0,8.0,8.0,8.0
315,27.0,1,2.0,1.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,6.67,19.05,31.610603435343535,9.52,14.29,7.62,20.0,15.0,20.0,15.0,20.0,10.0,6.0,10.0,8.0,6.0,7.0,20.0,15.0,15.0,15.0,20.0,15.0,5.0,10.0,8.0,6.0,5.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0
316,25.0,1,2.0,3.0,3.0,2.0,4.0,1.0,7.0,5.0,4.0,25.0,20.0,15.0,25.0,10.0,5.0,25.0,10.0,20.0,25.0,15.0,5.0,6.0,8.0,8.0,7.0,9.0,30.0,10.0,15.0,27.5,10.0,5.0,5.0,8.0,9.0,7.0,9.0,9.0,3.0,5.0,7.0,6.0,6.0,6.0,4.0,6.0,9.0,5.0,4.0,4.0,7.0,9.0,4.0,1.0
317,30.0,1,2.0,1.0,1.0,1.0,4.0,1.0,7.0,7.0,4.0,40.0,7.316911617676465,20.0,20.0,0.0,10.0,20.0,0.0,30.0,27.5,0.0,20.0,7.0,6.5,8.0,8.0,5.0,40.0,0.0,20.0,20.0,0.0,20.0,7.0,4.0,8.0,8.0,4.0,8.0,1.0,5.0,10.0,6.0,10.0,4.0,3.0,8.0,4.0,1.0,10.0,10.0,8.0,9.0,1.0,1.0
318,29.0,1,6.0,1.0,1.0,2.0,6.0,1.0,7.0,6.0,4.0,40.0,27.60985302939412,10.0,8.0,2.0,10.0,20.0,20.0,10.0,25.0,15.0,10.0,6.0,10.0,10.0,6.0,10.0,5.0,29.117647058823533,30.45454545454546,10.0,15.0,3.552713678800501e-15,3.0,10.0,8.0,3.0,6.0,8.0,4.0,8.0,6.0,4.0,5.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,5.0,8.0,7.0,6.0
319,26.0,1,2.0,2.0,4.0,6.0,7.0,2.0,2.0,7.0,4.0,20.0,25.0,20.0,10.0,5.0,20.0,35.0,5.0,5.0,15.0,25.5,10.0,5.0,10.0,9.0,6.0,4.0,25.0,5.0,10.0,15.0,15.0,26.66666666666666,4.0,7.0,8.0,8.0,9.0,8.0,7.0,5.0,7.0,5.0,4.0,8.0,7.0,1.0,5.0,7.0,2.0,4.0,10.0,9.0,2.0,3.0
320,34.0,1,2.0,6.0,8.0,4.0,5.0,5.0,2.0,6.0,4.0,20.0,16.0,16.0,16.0,16.0,16.0,20.0,10.0,10.0,10.0,20.0,10.0,8.0,8.0,9.0,9.0,7.0,20.0,10.0,10.0,10.0,20.0,10.0,7.0,8.0,8.0,9.0,8.0,4.0,1.0,9.0,9.0,8.0,4.0,6.0,3.0,1.0,10.0,1.0,5.0,7.0,2.375,5.0,2.0,1.0
321,29.0,1,2.0,3.0,3.0,1.0,5.0,1.0,7.0,6.0,4.0,30.0,15.0,15.0,20.0,10.0,10.0,40.0,10.0,10.0,27.5,5.0,5.0,6.0,8.0,7.0,7.0,8.0,25.0,15.0,15.0,15.0,15.0,15.0,6.0,8.0,7.0,7.0,8.0,7.0,4.0,4.0,8.0,5.0,5.0,4.0,2.0,7.0,5.0,2.0,6.0,8.0,6.0,7.0,2.0,1.0
322,34.0,0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,9.0,4.0,2.0,27.60985302939412,15.0,8.0,5.0,10.0,40.0,30.0,10.0,10.0,0.0,10.0,5.0,9.0,7.0,8.0,7.0,30.0,29.117647058823533,20.0,7.5,5.0,10.0,4.0,9.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,7.0,2.0,8.0,8.0,8.0,8.0,3.0,1.0
323,25.0,0,4.0,1.0,1.0,2.0,4.0,3.0,2.0,8.0,4.0,10.0,20.0,20.0,20.0,10.0,20.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,6.0,4.0,20.0,20.0,10.0,20.0,15.0,15.0,7.0,9.0,6.5,6.0,4.0,5.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,9.0,9.0,8.0,8.0,8.0,6.0
324,23.0,0,2.0,8.0,3.0,1.0,4.0,2.0,3.0,5.0,4.0,40.0,10.0,15.0,20.0,10.0,5.0,60.0,5.0,5.0,15.0,5.0,10.0,9.0,9.0,9.0,9.0,8.0,57.5,5.0,5.0,15.0,5.0,10.0,9.0,10.0,9.0,10.0,9.0,8.0,8.0,6.0,10.0,8.0,8.0,9.0,6.0,9.0,7.0,8.0,10.0,8.0,10.0,10.0,7.0,7.0
325,30.0,0,3.0,2.0,4.0,2.0,6.0,2.0,3.0,6.0,4.0,10.0,20.0,20.0,10.0,10.0,27.505,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,30.0,20.0,10.0,20.0,10.0,10.0,7.0,9.0,8.0,7.0,8.0,5.0,7.0,9.0,9.0,9.0,9.0,7.0,7.0,7.0,9.0,7.0,9.0,9.0,9.0,9.0,4.0,6.0
326,34.0,0,1.0,5.0,5.0,2.0,6.0,4.0,2.0,8.0,4.0,15.0,15.0,15.0,20.0,20.0,15.0,25.0,15.0,10.0,25.0,10.0,15.0,8.0,9.0,9.0,6.0,8.0,20.0,10.0,10.0,20.0,20.0,20.0,8.0,8.0,7.0,7.0,6.0,2.0,2.0,3.0,8.0,8.0,8.0,2.0,2.0,6.0,9.0,6.0,10.0,8.0,10.0,10.0,10.0,8.0
327,29.0,0,2.0,2.0,7.0,2.0,6.0,3.0,7.0,5.0,4.0,15.0,10.0,20.0,20.0,20.0,15.0,50.0,10.0,10.0,10.0,0.0,20.0,7.0,7.0,8.0,9.0,10.0,15.0,10.0,20.0,20.0,20.0,15.0,8.0,8.0,8.0,8.0,10.0,1.0,1.0,5.0,10.0,8.0,7.0,7.0,1.0,6.0,10.0,1.0,9.0,8.0,9.0,9.0,1.0,5.0
328,30.0,0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0,4.0,22.0,12.0,30.0,25.0,10.0,1.0,10.0,10.0,20.0,27.5,10.0,10.0,7.0,10.0,10.0,8.0,10.0,30.0,5.0,30.0,7.5,20.0,10.0,9.0,10.0,10.0,8.0,8.0,8.0,3.0,10.0,10.0,10.0,10.0,10.0,1.0,5.0,10.0,7.0,10.0,10.0,10.0,10.0,5.0,10.0
329,29.0,0,2.0,1.0,1.0,6.0,6.0,2.0,2.0,4.0,4.0,15.0,22.0,22.0,16.0,15.0,10.0,30.0,10.0,10.0,27.5,10.0,10.0,8.0,9.0,8.0,5.0,8.0,15.0,22.0,22.0,20.0,11.0,10.0,7.0,9.0,8.0,2.0,6.0,3.0,2.0,7.0,7.0,10.0,10.0,3.0,1.0,4.0,10.0,2.0,10.0,7.0,6.0,8.0,2.0,1.0
330,22.0,0,4.0,3.0,3.0,1.0,7.0,3.0,10.0,7.0,4.0,15.0,25.0,15.0,20.0,10.0,15.0,50.0,10.0,5.0,15.0,5.0,15.0,8.0,10.0,7.0,9.0,9.0,25.0,10.0,10.0,25.0,10.0,20.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,8.0,5.0,5.0,2.0,2.0,9.0,5.0,7.0,2.0,8.0,4.0,9.0,5.0,2.0
331,34.0,0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,4.0,4.0,15.0,15.0,10.0,25.0,10.0,25.0,30.0,10.0,10.0,27.5,10.0,10.0,7.0,9.0,7.0,9.0,4.0,20.0,10.0,10.0,27.5,10.0,20.0,7.0,7.0,7.0,9.0,7.0,4.0,7.0,4.0,6.0,7.0,7.0,10.0,2.0,1.0,9.0,3.0,7.0,7.0,9.0,9.0,4.0,10.0
332,30.0,1,4.0,1.0,1.0,3.0,7.0,4.0,2.0,7.0,4.0,40.0,10.0,10.0,10.0,5.0,5.0,50.0,5.0,5.0,27.5,5.0,5.0,5.0,10.0,6.5,6.0,10.0,50.0,10.0,5.0,20.0,5.0,10.0,4.0,6.0,6.5,3.0,8.0,7.0,2.0,8.0,5.0,10.0,10.0,7.0,3.0,7.0,9.0,5.0,8.0,10.0,5.0,9.0,7.0,1.0
333,23.0,1,2.0,5.0,3.0,1.0,3.0,1.0,7.0,7.0,4.0,40.0,7.316911617676465,15.0,20.0,10.0,0.0,20.0,15.0,10.0,20.0,20.0,15.0,7.0,6.5,9.0,7.0,9.0,35.0,15.0,10.0,20.0,5.0,15.0,8.0,6.0,10.0,7.0,8.0,10.0,5.0,10.0,7.0,3.0,1.0,10.0,5.0,3.0,8.0,2.0,4.0,8.0,2.375,4.0,3.0,6.0
334,29.0,1,4.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,4.0,40.0,10.0,15.0,10.0,10.0,15.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,8.0,8.0,9.0,25.0,10.0,15.0,25.0,10.0,15.0,8.0,8.0,8.0,8.0,8.0,9.0,4.0,9.0,9.0,8.0,8.0,5.0,6.0,8.0,5.0,5.0,6.0,6.0,3.0,5.0,8.0,5.0
335,24.0,1,2.0,1.0,8.0,1.0,3.0,3.0,2.0,6.0,4.0,20.0,10.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,20.0,15.0,10.0,8.0,7.0,8.0,9.0,8.0,30.0,5.0,10.0,27.5,15.0,10.0,8.0,7.0,9.0,9.0,9.0,9.0,1.0,9.0,4.0,7.0,7.0,4.0,1.0,4.0,8.0,6.0,5.0,4.0,3.0,8.0,5.0,7.0
